File Date,Investor,Form,Put/Call,Prev Shares,Current Shares,Change (Percent),Prev Value ($K),Current Value ($K),Change (Percent),Cost Basis,Profit,Performance
8/3/21,"ARGI Investment Services, LLC",13F,NaN,21804,21534,-270,267,320,19.85,-3.659256,56.659256,21.22069513
8/3/21,AMG National Trust Bank,13F,NaN,27029,27029,0,331,402,21.45,0,71,21.45015106
8/3/21,Cypress Funds Llc,13F,Call,0,1000000,1000000,0,14860,0,14860,0,0
8/3/21,Cypress Funds Llc,13F,NaN,0,2808000,2808000,0,41727,0,41727,0,0
8/3/21,Silvant Capital Management LLC,13F,NaN,3974,3974,0,49,59,20.41,0,10,20.40816327
8/3/21,"BOK Financial Private Wealth, Inc.",13F,NaN,0,12010,12010,0,178,0,178,0,0
8/3/21,Financial Advocates Investment Management,13F,NaN,18865,213127,194262,270,3167,1072.96,2833.505532,63.494468,23.51646963
8/3/21,"Moisand Fitzgerald Tamayo, LLC",13F,NaN,1120,1120,0,14,17,21.43,0,3,21.42857143
8/3/21,"Core Wealth Advisors, Inc.",13F,NaN,799,1787,988,10,27,170,13.6466512,3.3533488,33.533488
8/3/21,Victory Capital Management Inc,13F,NaN,2706445,2263088,-443357,33154,33629,1.43,-6009.659799,6484.659799,19.55920794
8/3/21,"Mv Capital Management, Inc.",13F,NaN,93,737,644,1,11,1000,8.268316,1.731684,173.1684
8/3/21,"Landscape Capital Management, L.l.c.",13F,NaN,0,729403,729403,0,10839,0,10839,0,0
8/3/21,"Angeles Investment Advisors, LLC",13F,NaN,0,17551,17551,0,261,0,261,0,0
8/3/21,"Asset Management One Co., Ltd.",13F,NaN,1855090,1811461,-43629,22724,26918,18.46,-591.3780063,4785.378006,21.05869568
8/3/21,"KLCM Advisors, Inc.",13F,NaN,19032,18682,-350,233,278,19.31,-4.74656,49.74656,21.35045494
8/3/21,Gables Capital Management Inc.,13F,NaN,45025,27275,-17750,552,405,-26.63,-240.588825,93.588825,16.95449728
8/3/21,"Horrell Capital Management, Inc.",13F,NaN,1000,1000,0,12,15,25,0,3,25
8/3/21,Oakmont Corp,13F,NaN,0,2233540,2233540,0,33190,0,33190,0,0
8/3/21,1776 Wealth LLC,13F,NaN,34000,30000,-4000,417,446,6.95,-54.2628,83.2628,19.96709832
8/3/21,AIA Group Ltd,13F,NaN,105983,194253,88270,1298,2580,98.77,1126.713588,155.286412,11.96351402
8/3/21,"SignalPoint Asset Management, LLC",13F,NaN,24182,22682,-1500,296,337,13.85,-20.32365,61.32365,20.71744932
8/3/21,"Brinker Capital Investments, LLC",13F,NaN,0,10261,10261,0,152,0,152,0,0
8/3/21,Oxford Financial Group Ltd,13F,NaN,13215,13515,300,162,201,24.07,4.06968,34.93032,21.56192593
8/3/21,"Reilly Financial Advisors, Llc",13F,NaN,1127215,1100090,-27125,13808,16347,18.39,-367.6712375,2906.671238,21.05063179
8/3/21,Accel Wealth Management,13F,NaN,6001,5751,-250,74,85,14.86,-3.388925,14.388925,19.44449324
8/3/21,Fure Financial Corp,13F,NaN,100,0,-100,1,0,-100,-1,0,0
8/3/21,Waratah Capital Advisors Ltd.,13F,NaN,188218,182129,-6089,2306,2706,17.35,-82.5345683,482.5345683,20.92517642
8/3/21,"Blue Chip Partners, Inc.",13F,NaN,37249,38158,909,456,567,24.34,12.3174954,98.6825046,21.64090013
8/3/21,Financial Counselors Inc,13F,NaN,610531,605764,-4767,7479,9002,20.36,-64.6181151,1587.618115,21.22767904
8/3/21,Hosking Partners LLP,13F,NaN,1180766,1165009,-15757,14464,17312,19.69,-213.5829836,3061.582984,21.16691775
8/3/21,"Community Bank, N.A.",13F,NaN,2200,2616,416,27,39,44.44,5.653648,6.346352,23.50500741
8/3/21,"Absher Wealth Management, Llc",13F,NaN,11424,12124,700,140,180,28.57,9.48549,30.51451,21.79607857
8/3/21,Handelsbanken Fonder AB,13F,NaN,946202,1346455,400253,11591,20008,72.62,5425.38939,2991.61061,25.80977146
8/3/21,tru Independence LLC,13F,NaN,385038,386695,1657,4,5.746,25,0.0208782,1.7251218,43.128045
8/3/21,"Capital Wealth Planning, LLC",13F,NaN,11500,11500,0,141,171,21.28,0,30,21.27659574
8/3/21,Oppenheimer & Co Inc,13F,NaN,467897,461577,-6320,5732,6859,19.66,-85.668864,1212.668864,21.15612114
8/3/21,Parsons Capital Management Inc/ri,13F,NaN,19849,25449,5600,243,378,55.56,75.86768,59.13232,24.33428807
8/3/21,"RPG Investment Advisory, LLC",13F,NaN,2991,2991,0,37,44,18.92,0,7,18.91891892
8/3/21,"Carmichael Hill & Associates, Inc.",13F,NaN,5311,5641,330,65,84,29.23,4.476417,14.523583,22.34397385
8/3/21,Montag A & Associates Inc,13F,NaN,174,174,0,2,3,50,0,1,50
8/3/21,"ARGI Investment Services, LLC",13F,NaN,21804,21534,-270,267,320,19.85,-3.659256,56.659256,21.22069513
8/3/21,AMG National Trust Bank,13F,NaN,27029,27029,0,331,402,21.45,0,71,21.45015106
8/3/21,Cypress Funds Llc,13F,Call,0,1000000,1000000,0,14860,0,14860,0,0
8/3/21,Cypress Funds Llc,13F,NaN,0,2808000,2808000,0,41727,0,41727,0,0
8/3/21,Silvant Capital Management LLC,13F,NaN,3974,3974,0,49,59,20.41,0,10,20.40816327
8/3/21,"BOK Financial Private Wealth, Inc.",13F,NaN,0,12010,12010,0,178,0,178,0,0
8/3/21,Financial Advocates Investment Management,13F,NaN,18865,213127,194262,270,3167,1072.96,2833.505532,63.494468,23.51646963
8/3/21,"Moisand Fitzgerald Tamayo, LLC",13F,NaN,1120,1120,0,14,17,21.43,0,3,21.42857143
8/3/21,"Core Wealth Advisors, Inc.",13F,NaN,799,1787,988,10,27,170,13.6466512,3.3533488,33.533488
8/3/21,Victory Capital Management Inc,13F,NaN,2706445,2263088,-443357,33154,33629,1.43,-6009.659799,6484.659799,19.55920794
8/3/21,"Mv Capital Management, Inc.",13F,NaN,93,737,644,1,11,1000,8.268316,1.731684,173.1684
8/3/21,"Landscape Capital Management, L.l.c.",13F,NaN,0,729403,729403,0,10839,0,10839,0,0
8/3/21,"Angeles Investment Advisors, LLC",13F,NaN,0,17551,17551,0,261,0,261,0,0
8/3/21,"Asset Management One Co., Ltd.",13F,NaN,1855090,1811461,-43629,22724,26918,18.46,-591.3780063,4785.378006,21.05869568
8/3/21,"KLCM Advisors, Inc.",13F,NaN,19032,18682,-350,233,278,19.31,-4.74656,49.74656,21.35045494
8/3/21,Gables Capital Management Inc.,13F,NaN,45025,27275,-17750,552,405,-26.63,-240.588825,93.588825,16.95449728
8/3/21,"Horrell Capital Management, Inc.",13F,NaN,1000,1000,0,12,15,25,0,3,25
8/3/21,Oakmont Corp,13F,NaN,0,2233540,2233540,0,33190,0,33190,0,0
8/3/21,AIA Group Ltd,13F,NaN,105983,194253,88270,1298,2580,98.77,1126.713588,155.286412,11.96351402
8/3/21,"SignalPoint Asset Management, LLC",13F,NaN,24182,22682,-1500,296,337,13.85,-20.32365,61.32365,20.71744932
8/3/21,"Brinker Capital Investments, LLC",13F,NaN,0,10261,10261,0,152,0,152,0,0
8/3/21,Oxford Financial Group Ltd,13F,NaN,13215,13515,300,162,201,24.07,4.06968,34.93032,21.56192593
8/4/21,Lsv Asset Management,13F,NaN,20228885,20216016,-12869,247803,300409,21.23,-174.439295,52780.4393,21.29935444
8/4/21,Lee Financial Co,13F,NaN,853,853,0,10,13,30,0,3,30
8/4/21,"Annapolis Financial Services, LLC",13F,NaN,1,319,318,0,5,0,5,0,0
8/4/21,Wilbanks Smith & Thomas Asset Management Llc,13F,NaN,15245,15931,686,187,237,26.74,9.310049,40.689951,21.75933209
8/4/21,Sentry Investment Management Llc,13F,NaN,41486,41486,0,508,616,21.26,0,108,21.25984252
8/4/21,CX Institutional,13F,NaN,8830,8850,20,108,132,22.22,0.271462,23.728538,21.97086852
8/4/21,Glassman Wealth Services,13F,NaN,66554,3676,-62878,815,55,-93.25,-855.3797364,95.3797364,11.70303514
8/4/21,"Bft Financial Group, Llc",13F,NaN,35481,22039,-13442,435,327,-24.83,-182.1216254,74.1216254,17.03945411
8/4/21,"Endurance Wealth Management, Inc.",13F,NaN,1000,1000,0,12,14,16.67,0,2,16.66666667
8/4/21,"Jfs Wealth Advisors, Llc",13F,NaN,12335,13100,765,151,195,29.14,10.3760775,33.6239225,22.26749834
8/4/21,Motco,13F,NaN,413,230,-183,5,3,-40,-2.301225,0.301225,6.0245
8/4/21,Creative Planning,13F,NaN,587730,556674,-31056,7200,8273,14.9,-420.995136,1493.995136,20.74993244
8/4/21,Miller Howard Investments Inc /ny,13F,NaN,399300,399100,-200,4891,5931,21.26,-2.71098,1042.71098,21.31897322
8/4/21,"D'Orazio & Associates, Inc.",13F,NaN,5836,5836,0,71,87,22.54,0,16,22.53521127
8/4/21,Syverson Strege & Co,13F,NaN,867,867,0,11,13,18.18,0,2,18.18181818
8/4/21,Firestone Capital Management,13F,NaN,13286,13286,0,163,197,20.86,0,34,20.85889571
8/4/21,"Ritter Daniher Financial Advisory, Llc",13F,NaN,285,285,0,3,4,33.33,0,1,33.33333333
8/4/21,Citizens Financial Group Inc/ri,13F,NaN,1174179,1193922,19743,14384,17741,23.34,267.6124164,3089.387584,21.47794482
8/4/21,Migdal Insurance & Financial Holdings Ltd.,13F,NaN,4800000,3000000,-1800000,58800,44580,-24.18,-24399,10179,17.31122449
8/4/21,"Cypress Point Wealth Management, LLC",13F,NaN,600,1600,1000,7,24,242.86,13.3333,3.6667,52.38142857
8/4/21,Lake Point Wealth Management,13F,NaN,500,500,0,2,7,250,0,5,250
8/4/21,Waterfront Wealth Inc.,13F,NaN,11218,12218,1000,137,182,32.85,13.5543,31.4457,22.95306569
8/4/21,Soltis Investment Advisors LLC,13F,NaN,33056,33352,296,405,496,22.47,4.0142928,86.9857072,21.4779524
8/4/21,"Mount Yale Investment Advisors, LLC",13F,NaN,11560,0,-11560,142,0,-100,-142,0,0
8/4/21,"IAG Wealth Partners, LLC",13F,NaN,2593,2593,0,32,39,21.88,0,7,21.875
8/4/21,"Kistler-Tiffany Companies, LLC",13F,NaN,3455,3805,350,42,57,35.71,4.748905,10.251095,24.40736905
8/4/21,"Nvwm, Llc",13F,NaN,87222,91065,3843,1068,1353,26.69,52.0768773,232.9231227,21.80928115
8/4/21,JNBA Financial Advisors,13F,NaN,1275,1275,0,16,19,18.75,0,3,18.75
8/4/21,"Savant Capital, LLC",13F,NaN,26172,27625,1453,321,411,28.04,19.7192442,70.2807558,21.89431645
8/4/21,"Redhawk Wealth Advisors, Inc.",13F,NaN,211755,211755,0,2594,3147,21.32,0,553,21.31842714
8/4/21,Ar Asset Management Inc,13F,NaN,24390,24390,0,299,362,21.07,0,63,21.07023411
8/4/21,"St. Johns Investment Management Company, LLC",13F,NaN,565,565,0,7,8,14.29,0,1,14.28571429
8/4/21,Illinois Municipal Retirement Fund,13F,NaN,197177,197177,0,2415,2930,21.33,0,515,21.32505176
8/4/21,Princeton Global Asset Management LLC,13F,NaN,73535,1600,-71935,901,24,-97.34,-980.2078905,103.2078905,11.45481582
8/4/21,Future Financial Wealth Managment LLC,13F,NaN,50065,55047,4982,613,818,33.44,67.5165622,137.4834378,22.42796701
8/4/21,"Mach-1 Financial Group, Inc.",13F,NaN,90,258,168,1,3,200,1.910076,0.089924,8.9924
8/4/21,"Westchester Capital Management, Inc.",13F,NaN,202,0,-202,2,0,-100,-2,0,0
8/4/21,"Russell Investments Group, Ltd.",13F,NaN,6748301,5539839,-1208462,82695,82330,-0.44,-16384.0861,16019.0861,19.37128739
8/4/21,Nwam Llc,13F,NaN,46164,30545,-15619,566,454,-19.79,-211.824878,99.824878,17.63690424
8/4/21,Community Bank of Raymore,13F,NaN,246000,256000,10000,3014,3804,26.21,135.557,654.443,21.71343729
8/4/21,Envestnet Asset Management Inc,13F,NaN,317066,443592,126526,3884,6593,69.75,1715.224414,993.7755862,25.58639511
8/4/21,Sigma Investment Counselors Inc,13F,NaN,16632,26089,9457,204,388,90.2,128.3201416,55.6798584,27.29404824
8/4/21,"Selective Wealth Management, Inc.",13F/A,NaN,5500,12173,6673,67,181,170.15,90.2549942,23.7450058,35.44030716
8/4/21,Creative Planning,13F,Call,7000,5000,-2000,6,5,-16.67,-1.8572,0.8572,14.28666667
8/4/21,Lsv Asset Management,13F,NaN,20228885,20216016,-12869,247803,300409,21.23,-174.439295,52780.4393,21.29935444
8/4/21,Lee Financial Co,13F,NaN,853,853,0,10,13,30,0,3,30
8/4/21,"Annapolis Financial Services, LLC",13F,NaN,1,319,318,0,5,0,5,0,0
8/4/21,Wilbanks Smith & Thomas Asset Management Llc,13F,NaN,15245,15931,686,187,237,26.74,9.310049,40.689951,21.75933209
8/4/21,Sentry Investment Management Llc,13F,NaN,41486,41486,0,508,616,21.26,0,108,21.25984252
8/4/21,CX Institutional,13F,NaN,8830,8850,20,108,132,22.22,0.271462,23.728538,21.97086852
8/4/21,Glassman Wealth Services,13F,NaN,66554,3676,-62878,815,55,-93.25,-855.3797364,95.3797364,11.70303514
8/4/21,"Endurance Wealth Management, Inc.",13F,NaN,1000,1000,0,12,14,16.67,0,2,16.66666667
8/4/21,"Jfs Wealth Advisors, Llc",13F,NaN,12335,13100,765,151,195,29.14,10.3760775,33.6239225,22.26749834
8/4/21,Motco,13F,NaN,413,230,-183,5,3,-40,-2.301225,0.301225,6.0245
8/4/21,Creative Planning,13F,NaN,587730,556674,-31056,7200,8273,14.9,-420.995136,1493.995136,20.74993244
8/4/21,"D'Orazio & Associates, Inc.",13F,NaN,5836,5836,0,71,87,22.54,0,16,22.53521127
8/4/21,Syverson Strege & Co,13F,NaN,867,867,0,11,13,18.18,0,2,18.18181818
8/4/21,Firestone Capital Management,13F,NaN,13286,13286,0,163,197,20.86,0,34,20.85889571
8/4/21,"Ritter Daniher Financial Advisory, Llc",13F,NaN,285,285,0,3,4,33.33,0,1,33.33333333
8/4/21,Citizens Financial Group Inc/ri,13F,NaN,1174179,1193922,19743,14384,17741,23.34,267.6124164,3089.387584,21.47794482
8/4/21,Migdal Insurance & Financial Holdings Ltd.,13F,NaN,4800000,3000000,-1800000,58800,44580,-24.18,-24399,10179,17.31122449
8/4/21,"Cypress Point Wealth Management, LLC",13F,NaN,600,1600,1000,7,24,242.86,13.3333,3.6667,52.38142857
8/4/21,Waterfront Wealth Inc.,13F,NaN,11218,12218,1000,137,182,32.85,13.5543,31.4457,22.95306569
8/4/21,Soltis Investment Advisors LLC,13F,NaN,33056,33352,296,405,496,22.47,4.0142928,86.9857072,21.4779524
8/4/21,"Mount Yale Investment Advisors, LLC",13F,NaN,11560,0,-11560,142,0,-100,-142,0,0
8/4/21,"IAG Wealth Partners, LLC",13F,NaN,2593,2593,0,32,39,21.88,0,7,21.875
8/4/21,"Kistler-Tiffany Companies, LLC",13F,NaN,3455,3805,350,42,57,35.71,4.748905,10.251095,24.40736905
8/4/21,"Nvwm, Llc",13F,NaN,87222,91065,3843,1068,1353,26.69,52.0768773,232.9231227,21.80928115
8/4/21,JNBA Financial Advisors,13F,NaN,1275,1275,0,16,19,18.75,0,3,18.75
8/4/21,"Savant Capital, LLC",13F,NaN,26172,27625,1453,321,411,28.04,19.7192442,70.2807558,21.89431645
8/4/21,"Redhawk Wealth Advisors, Inc.",13F,NaN,211755,211755,0,2594,3147,21.32,0,553,21.31842714
8/4/21,Ar Asset Management Inc,13F,NaN,24390,24390,0,299,362,21.07,0,63,21.07023411
8/4/21,"St. Johns Investment Management Company, LLC",13F,NaN,565,565,0,7,8,14.29,0,1,14.28571429
8/4/21,Illinois Municipal Retirement Fund,13F,NaN,197177,197177,0,2415,2930,21.33,0,515,21.32505176
8/4/21,Princeton Global Asset Management LLC,13F,NaN,73535,1600,-71935,901,24,-97.34,-980.2078905,103.2078905,11.45481582
8/4/21,"Westchester Capital Management, Inc.",13F,NaN,202,0,-202,2,0,-100,-2,0,0
8/4/21,"Russell Investments Group, Ltd.",13F,NaN,6748301,5539839,-1208462,82695,82330,-0.44,-16384.0861,16019.0861,19.37128739
8/4/21,Nwam Llc,13F,NaN,46164,30545,-15619,566,454,-19.79,-211.824878,99.824878,17.63690424
8/4/21,Community Bank of Raymore,13F,NaN,246000,256000,10000,3014,3804,26.21,135.557,654.443,21.71343729
8/4/21,Sigma Investment Counselors Inc,13F,NaN,16632,26089,9457,204,388,90.2,128.3201416,55.6798584,27.29404824
8/4/21,"Selective Wealth Management, Inc.",13F/A,NaN,5500,12173,6673,67,181,170.15,90.2549942,23.7450058,35.44030716
8/4/21,Creative Planning,13F,Call,7000,5000,-2000,6,5,-16.67,-1.8572,0.8572,14.28666667
8/5/21,Prudential Financial Inc,13F/A,NaN,5736624,26998,-5709626,50367,276,-99.45,-54249.44048,4158.440476,8.256279859
8/5/21,Prudential Financial Inc,13F/A,NaN,26998,2999,-23999,276,27,-90.22,-230.702387,-18.297613,-6.629569928
8/5/21,Prudential Financial Inc,13F/A,NaN,2999,3854,855,27,36,33.33,7.84206,1.15794,4.288666667
8/5/21,Prudential Financial Inc,13F/A,NaN,3854,6307,2453,36,30,-16.67,17.2907064,-23.2907064,-64.69640667
8/5/21,Cohen Investment Advisors LLC,13F/A,NaN,35126,36155,1029,309,443,43.37,10.8301221,123.1698779,39.86080191
8/5/21,BNP Paribas Asset Management Holding S.A.,13F,NaN,1797587,2466515,668928,22020,36652,66.45,9067.185254,5564.814746,25.27163826
8/5/21,"Windsor Creek Advisors, Llc",13F,NaN,75600,125600,50000,926,1866,101.51,677.635,262.365,28.33315335
8/5/21,"Windsor Creek Advisors, Llc",13F,Call,40000,0,-40000,490,0,-100,-490,0,0
8/5/21,"Evoke Wealth, Llc",13F,NaN,15072,14518,-554,1,2.16,100,-0.0596104,1.2196104,121.96104
8/5/21,American Century Companies Inc,13F,NaN,5939085,8363529,2424444,72754,124282,70.82,32863.33842,18664.66158,25.65448165
8/5/21,Los Angeles Capital Management Llc,13F,NaN,1743299,674162,-1069137,21355,10018,-53.09,-14491.93821,3154.938208,14.77376824
8/5/21,"Column Capital Advisors, LLC",13F,NaN,372,372,0,5,6,20,0,1,20
8/5/21,"Orion Portfolio Solutions, LLC",13F,NaN,37458,39033,1575,459,580,26.36,21.3514875,99.6485125,21.70991558
8/5/21,Park Avenue Securities Llc,13F/A,NaN,0,12175,12175,0,181,0,181,0,0
8/5/21,"Allred Capital Management, LLC",13F,NaN,14020,16020,2000,171,238,39.18,27.0532,39.9468,23.36070175
8/5/21,Adirondack Research & Management Inc.,13F,NaN,0,59175,59175,0,879,0,879,0,0
8/5/21,Ckw Financial Group,13F,NaN,9600,9600,0,118,143,21.19,0,25,21.18644068
8/5/21,"Lebenthal Global Advisors, LLC",13F,NaN,30595,39751,9156,374,590,57.75,123.9108948,92.0891052,24.6227554
8/5/21,WASHINGTON TRUST Co,13F,NaN,674,874,200,8,12,50,2.55994,1.44006,18.00075
8/5/21,DekaBank Deutsche Girozentrale,13F,NaN,1005445,1109063,103618,12632,16514,30.73,1422.343562,2459.656438,19.47163108
8/5/21,"Financial Management Professionals, Inc.",13F,NaN,9725,10825,1100,119,161,35.29,14.91017,27.08983,22.76456303
8/5/21,Sawgrass Asset Management Llc,13F,NaN,51057,58866,7809,625,875,40,105.8330343,144.1669657,23.06671451
8/5/21,Gsa Capital Partners Llp,13F,NaN,0,32835,32835,0,488,0,488,0,0
8/5/21,"Barber Financial Group, Inc.",13F,NaN,45112,30047,-15065,553,447,-19.17,-204.3943875,98.3943875,17.7928368
8/5/21,Venture Visionary Partners LLC,13F,NaN,59766,71644,11878,732,1064,45.36,160.940961,171.059039,23.36872117
8/5/21,Redpoint Investment Management Pty Ltd,13F,NaN,106633,106633,0,1306,1585,21.36,0,279,21.36294028
8/5/21,"Cullen/frost Bankers, Inc.",13F,NaN,78074,77902,-172,956,1158,21.13,-2.3314256,204.3314256,21.37358008
8/5/21,"Rockbridge Investment Management, LCC",13F,NaN,7012,2667,-4345,86,40,-53.49,-59.228433,13.228433,15.38189884
8/5/21,Sowell Financial Services LLC,13F,NaN,91953,65040,-26913,1080,966,-10.56,-357.9106044,243.9106044,22.58431522
8/5/21,"Capital Analysts, Inc.",13F,NaN,2700,9344,6644,0,0.138,0,0.138,0,0
8/5/21,Archer Investment Corp,13F,NaN,9265,9265,0,113,137.678,21.24,0,24.678,21.83893805
8/5/21,Us Bancorp \de\,13F,NaN,704892,790527,85635,8634,11748,36.07,1160.765298,1953.234702,22.62259326
8/5/21,Teacher Retirement System Of Texas,13F,NaN,2848415,2818401,-30014,34893,41881,20.03,-406.8367686,7394.836769,21.19289476
8/5/21,"Winch Advisory Services, LLC",13F,NaN,12948,12948,0,159,192,20.75,0,33,20.75471698
8/5/21,Simmons Bank,13F,NaN,30969,30969,0,380,460,21.05,0,80,21.05263158
8/5/21,"Costello Asset Management, INC",13F,NaN,0,3000,0,0,37,0,0,0,0
8/5/21,Clifford Swan Investment Counsel Llc,13F,NaN,23022,23023,1,282,307,8.87,0.0127918,24.9872082,8.860712128
8/5/21,Rhumbline Advisers,13F,NaN,6756642,6829078,72436,82769,101480,22.61,981.86998,17729.13002,21.42001235
8/5/21,"Fox Run Management, L.l.c.",13F,NaN,0,14433,14433,0,214,0,214,0,0
8/5/21,Intrust Bank Na,13F,NaN,51131,49424,-1707,627,734,17.07,-23.1416283,130.1416283,20.75624056
8/5/21,"Sargent Investment Group, LLC",13F,Call,303400,200000,-103400,454,362,-20.26,-170.94088,78.94088,17.38785903
8/5/21,RBCGX - Reynolds Blue Chip Growth Fund,NP,NaN,3000,0,-3000,36,0,-100,-36,0,0
8/5/21,"Sargent Investment Group, LLC",13F,NaN,40465,105725,65260,496,1571,216.73,884.821184,190.178816,38.34250323
8/5/21,Hyman Charles D,13F,NaN,154264,150364,-3900,1890,2234,18.2,-52.86255,396.86255,20.99801852
8/5/21,"Horan Securities, Inc.",13F,NaN,6602,10017,3415,81,149,83.95,46.3480385,21.6519615,26.73081667
8/5/21,BNP Paribas Asset Management Holding S.A.,13F,NaN,1797587,2466515,668928,22020,36652,66.45,9067.185254,5564.814746,25.27163826
8/5/21,"Windsor Creek Advisors, Llc",13F,NaN,75600,125600,50000,926,1866,101.51,677.635,262.365,28.33315335
8/5/21,"Windsor Creek Advisors, Llc",13F,Call,40000,0,-40000,490,0,-100,-490,0,0
8/5/21,"Evoke Wealth, Llc",13F,NaN,15072,14518,-554,1,2.16,100,-0.0596104,1.2196104,121.96104
8/5/21,American Century Companies Inc,13F,NaN,5939085,8363529,2424444,72754,124282,70.82,32863.33842,18664.66158,25.65448165
8/5/21,Los Angeles Capital Management Llc,13F,NaN,1743299,674162,-1069137,21355,10018,-53.09,-14491.93821,3154.938208,14.77376824
8/5/21,"Column Capital Advisors, LLC",13F,NaN,372,372,0,5,6,20,0,1,20
8/5/21,"Orion Portfolio Solutions, LLC",13F,NaN,37458,39033,1575,459,580,26.36,21.3514875,99.6485125,21.70991558
8/5/21,"Costello Asset Management, INC",13F/A,NaN,3000,3000,0,37,45,21.62,0,8,21.62162162
8/5/21,Adirondack Research & Management Inc.,13F,NaN,0,59175,59175,0,879,0,879,0,0
8/5/21,Ckw Financial Group,13F,NaN,9600,9600,0,118,143,21.19,0,25,21.18644068
8/5/21,"Lebenthal Global Advisors, LLC",13F,NaN,30595,39751,9156,374,590,57.75,123.9108948,92.0891052,24.6227554
8/5/21,WASHINGTON TRUST Co,13F,NaN,674,874,200,8,12,50,2.55994,1.44006,18.00075
8/5/21,"Financial Management Professionals, Inc.",13F,NaN,9725,10825,1100,119,161,35.29,14.91017,27.08983,22.76456303
8/5/21,Sawgrass Asset Management Llc,13F,NaN,51057,58866,7809,625,875,40,105.8330343,144.1669657,23.06671451
8/5/21,Gsa Capital Partners Llp,13F,NaN,0,32835,32835,0,488,0,488,0,0
8/5/21,"Barber Financial Group, Inc.",13F,NaN,45112,30047,-15065,553,447,-19.17,-204.3943875,98.3943875,17.7928368
8/5/21,Redpoint Investment Management Pty Ltd,13F,NaN,106633,106633,0,1306,1585,21.36,0,279,21.36294028
8/5/21,"Cullen/frost Bankers, Inc.",13F,NaN,78074,77902,-172,956,1158,21.13,-2.3314256,204.3314256,21.37358008
8/5/21,"Rockbridge Investment Management, LCC",13F,NaN,7012,2667,-4345,86,40,-53.49,-59.228433,13.228433,15.38189884
8/5/21,Sowell Financial Services LLC,13F,NaN,91953,65040,-26913,1080,966,-10.56,-357.9106044,243.9106044,22.58431522
8/5/21,"Capital Analysts, Inc.",13F,NaN,2700,9344,6644,0,0.138,0,0.138,0,0
8/5/21,Archer Investment Corp,13F,NaN,9265,9265,0,113,137.678,21.24,0,24.678,21.83893805
8/5/21,Us Bancorp \de\,13F,NaN,704892,790527,85635,8634,11748,36.07,1160.765298,1953.234702,22.62259326
8/5/21,Teacher Retirement System Of Texas,13F,NaN,2848415,2818401,-30014,34893,41881,20.03,-406.8367686,7394.836769,21.19289476
8/5/21,"Winch Advisory Services, LLC",13F,NaN,12948,12948,0,159,192,20.75,0,33,20.75471698
8/5/21,Simmons Bank,13F,NaN,30969,30969,0,380,460,21.05,0,80,21.05263158
8/5/21,Clifford Swan Investment Counsel Llc,13F,NaN,23022,23023,1,282,307,8.87,0.0127918,24.9872082,8.860712128
8/5/21,Rhumbline Advisers,13F,NaN,6756642,6829078,72436,82769,101480,22.61,981.86998,17729.13002,21.42001235
8/5/21,"Fox Run Management, L.l.c.",13F,NaN,0,14433,14433,0,214,0,214,0,0
8/5/21,Intrust Bank Na,13F,NaN,51131,49424,-1707,627,734,17.07,-23.1416283,130.1416283,20.75624056
8/5/21,"Sargent Investment Group, LLC",13F,Call,303400,200000,-103400,454,362,-20.26,-170.94088,78.94088,17.38785903
8/5/21,RBCGX - Reynolds Blue Chip Growth Fund,NP,NaN,3000,0,-3000,36,0,-100,-36,0,0
8/5/21,"Sargent Investment Group, LLC",13F,NaN,40465,105725,65260,496,1571,216.73,884.821184,190.178816,38.34250323
8/5/21,Hyman Charles D,13F,NaN,154264,150364,-3900,1890,2234,18.2,-52.86255,396.86255,20.99801852
8/5/21,"Horan Securities, Inc.",13F,NaN,6602,10017,3415,81,149,83.95,46.3480385,21.6519615,26.73081667
8/6/21,Parkside Financial Bank & Trust,13F,NaN,11962,6593,-5369,147,98,-33.33,-72.8927654,23.8927654,16.2535819
8/6/21,"Meristem Family Wealth, LLC",13F,NaN,12503,22503,10000,153,334,118.3,135.398,45.602,29.80522876
8/6/21,"Van Hulzen Asset Management, LLC",13F,NaN,0,30635,30635,0,455,0,455,0,0
8/6/21,Asset Management Corp /il/ /adv,13F,NaN,26751,14101,-12650,328,210,-35.98,-171.747785,53.747785,16.38651982
8/6/21,Asset Management Corp /il/ /adv,13F,Call,18500,13800,-4700,227,205,-9.69,-63.74469,41.74469,18.38973128
8/6/21,"IMC-Chicago, LLC",13F,Call,1087800,2202200,1114400,13326,32725,145.57,15106.02632,4292.97368,32.21502086
8/6/21,"IMC-Chicago, LLC",13F,NaN,200262,159408,-40854,2453,2369,-3.42,-553.7800554,469.7800554,19.15124563
8/6/21,"IMC-Chicago, LLC",13F,Put,1338100,2088000,749900,16392,31028,89.29,10165.04448,4470.95552,27.27522889
8/6/21,Fifth Third Bancorp,13F,NaN,288678,187022,-101656,3536,2779,-21.41,-1377.85559,620.8555896,17.55813319
8/6/21,Vontobel Holding Ltd.,13F,NaN,243571,149149,-94422,2984,2239,-24.97,-1287.104051,542.1040508,18.16702583
8/6/21,Mutual Of America Capital Management Llc,13F,NaN,504942,540997,36055,6186,8039,29.95,488.7363415,1364.263659,22.05405203
8/6/21,Swiss National Bank,13F,NaN,15019678,15934615,914937,183991,236788,28.7,12401.97104,40395.02897,21.95489397
